Wavelength (nm) - Plot 0,Intensity (AU) - Plot 0
1,304.1
2,303.03
3,301.33
4,302.915
5,301.74
6,301.345
7,302.875
8,302.005
9,303.145
10,302.775
11,303.385
12,302.77
13,302.5
14,302.825
15,301.965
16,302.735
17,302.575
18,302.945
19,302.8
20,302.92
21,302.945
22,302.695
23,303.535
24,302.455
25,302.72
26,301.735
27,302.025
28,302.67
29,303.375
30,302.23
31,303.28
32,303.07
33,304.04
34,303.41
35,303.755
36,303.35
37,304.245
38,304.53
39,305.585
40,305.695
41,305.935
42,305.67
43,306.83
44,306.835
45,306.82
46,307.385
47,308.865
48,308.41
49,309.43
50,310.335
51,311.195
52,311.34
53,311.33
54,312.325
55,311.32
56,312.52
57,312.495
58,313.07
59,313.3
60,313.595
61,313.845
62,314.26
63,313.215
64,314.34
65,313.935
66,314.08
67,315.4
68,315.905
69,315.55
70,315.615
71,315.23
72,316.545
73,316.415
74,317.01
75,316.895
76,318.15
77,318.225
78,318.135
79,318.15
80,318.19
81,318.48
82,318.075
83,318.745
84,318.78
85,319.995
86,319.545
87,320.8
88,322.61
89,323.625
90,324.095
91,324.955
92,324.8
93,325.235
94,324.88
95,324.735
96,325.215
97,323.675
98,324.08
99,324.225
100,324.44
101,323.38
102,323.7
103,323.76
104,323.885
105,324.445
106,323.94
107,323.98
108,325.605
109,325.025
110,325.67
111,325.315
112,325.655
113,325.835
114,325.56
115,324.865
116,324.98
117,324.84
118,324.92
119,324.28
120,324.86
121,323.78
122,323.88
123,324.305
124,325.27
125,323.75
126,324.94
127,324.15
128,323.665
129,323.665
130,323.745
131,324.475
132,322.865
133,323.46
134,323.355
135,323.21
136,323.68
137,324.375
138,323.3
139,323.675
140,323.01
141,323.72
142,323.69
143,323.485
144,322.03
145,323.4
146,323.455
147,323.575
148,323.17
149,323.775
150,323.525
151,322.835
152,323.63
153,323.195
154,323.535
155,323.515
156,324.98
157,324.605
158,324.125
159,324.555
160,324.085
161,323.715
162,324.54
163,325.175
164,325.84
165,325.24
166,326.15
167,325.955
168,326.68
169,327.27
170,326.94
171,326.855
172,325
173,324.965
174,324.635
175,323.81
176,324.595
177,323.665
178,324.515
179,324.485
180,324.655
181,324.735
182,324.56
183,324.635
184,324.08
185,324.6
186,324.53
187,324.945
188,324.975
189,324.275
190,324.33
191,323.335
192,324.045
193,324.145
194,323.505
195,324.13
196,323.065
197,323.415
198,323.18
199,323.51
200,323.37
201,323.3
202,323.735
203,322.97
204,323.21
205,323.085
206,324.27
207,323.49
208,324.34
209,324.415
210,324.745
211,325.43
212,326.07
213,326.81
214,328.09
215,327.35
216,326.11
217,325.7
218,324.435
219,324.625
220,323.865
221,324.45
222,324.7
223,325.245
224,324.98
225,324.655
226,325.795
227,327.59
228,328.105
229,328.1
230,329.385
231,329.885
232,330.34
233,330.675
234,330.365
235,327.68
236,325.405
237,324.07
238,323.02
239,322.345
240,322.82
241,322.195
242,322.21
243,322.25
244,322.56
245,322.295
246,323.07
247,322.38
248,322.055
249,320.935
250,321.95
251,322.275
252,321.925
253,321.07
254,322.705
255,321.685
256,322.635
257,321.765
258,321.485
259,321.975
260,321.935
261,321.87
262,321.85
263,321.905
264,322.51
265,322.27
266,322.335
267,321.965
268,322.25
269,322.16
270,321.92
271,321.775
272,321.83
273,321.39
274,320.22
275,321.585
276,320.575
277,321.75
278,321.625
279,320.92
280,320.905
281,320.575
282,321.72
283,322.165
284,321.55
285,321.35
286,321.25
287,321.2
288,321.29
289,321.315
290,320.88
291,321.555
292,321.17
293,320.895
294,321.7
295,320.265
296,321.34
297,320.845
298,320.29
299,320.695
300,320.885
301,321.18
302,320.33
303,320.6
304,320.73
305,320.48
306,320.7
307,320.14
308,320.735
309,321.305
310,321.31
311,321.175
312,321.435
313,321.005
314,320.825
315,320.655
316,320.3
317,320.095
318,320.12
319,320
320,320.555
321,319.92
322,319.5
323,319.935
324,320.47
325,321.425
326,320.995
327,321.495
328,322.32
329,323.02
330,322
331,323.73
332,324.835
333,324.2
334,322.27
335,320.54
336,321.065
337,319.215
338,319.515
339,320
340,320.355
