Wavelength (nm) - Plot 0,Intensity (AU) - Plot 0
1,303.28
2,302.585
3,301.72
4,303.25
5,304.175
6,302.55
7,304.495
8,303.575
9,303.865
10,302.8
11,304.02
12,302.98
13,304.225
14,303.175
15,304.025
16,302.315
17,303.23
18,302.58
19,303.725
20,303.285
21,303.84
22,304.07
23,303.935
24,302.775
25,303.245
26,302.845
27,304.14
28,304.35
29,304.805
30,304.905
31,305.53
32,306.275
33,306.16
34,306.945
35,309.275
36,309.06
37,310.295
38,311.035
39,311.96
40,313.77
41,315.42
42,316.445
43,318.815
44,320.25
45,322.87
46,324.695
47,326.82
48,329.29
49,331.32
50,332.37
51,335.74
52,337.975
53,338.745
54,340.965
55,341.775
56,342.955
57,344.765
58,345.695
59,345.955
60,347.065
61,347.405
62,347.33
63,348.065
64,348.785
65,350.67
66,349.725
67,351.965
68,351.84
69,352.005
70,352.06
71,352.54
72,353.28
73,354.83
74,354.65
75,355.6
76,355.475
77,356.875
78,358.23
79,358.255
80,359.6
81,360.46
82,361.315
83,362.985
84,363.64
85,363.495
86,364.515
87,367.185
88,367.49
89,368.71
90,368.39
91,369.575
92,370.27
93,370.61
94,371.425
95,372.985
96,372.2
97,374.64
98,373.93
99,375.14
100,376.07
101,375.95
102,376.66
103,377.01
104,376.54
105,377.21
106,376.405
107,376.96
108,377.885
109,378.415
110,377.77
111,377.56
112,376.745
113,379.545
114,379.665
115,382.145
116,382.94
117,382.005
118,382.61
119,380.135
120,378.8
121,378.065
122,376.625
123,376.385
124,375.285
125,373.995
126,375.265
127,374.18
128,373.51
129,374.685
130,374.385
131,374.89
132,374.375
133,374.485
134,374.525
135,375.39
136,373.485
137,375.295
138,374.47
139,375.305
140,373.84
141,375.095
142,374.58
143,375.875
144,375.815
145,376.965
146,376.87
147,378.335
148,377.83
149,378.45
150,377.89
151,378.45
152,378.205
153,379.355
154,377.06
155,380.58
156,380.24
157,379.655
158,379.9
159,380.215
160,379.52
161,380.825
162,380.31
163,380.725
164,381.835
165,381.81
166,383.12
167,385.03
168,387.685
169,390.655
170,393.275
171,396.73
172,399
173,401.52
174,404.02
175,407.72
176,409.585
177,413.08
178,416.255
179,414.355
180,410.455
181,405.425
182,399.595
183,397.71
184,394.3
185,392.75
186,389.88
187,387.21
188,384.915
189,382.12
190,381.195
191,380.19
192,379.76
193,379.13
194,377.02
195,376.775
196,375.15
197,376.085
198,376.475
199,376.95
200,377.04
201,378.73
202,377.59
203,378.985
204,378.56
205,379.785
206,379.705
207,379.87
208,378.625
209,378.68
210,377.75
211,376.79
212,376.015
213,375.435
214,374.85
215,375.1
216,373.545
217,373.12
218,372.695
219,373.515
220,372.96
221,373.13
222,372.92
223,373.76
224,372.845
225,373.595
226,373.39
227,376.405
228,375.625
229,374.875
230,375.825
231,376.085
232,376.675
233,377.79
234,376.565
235,378.59
236,376.925
237,377.935
238,376.885
239,377.12
240,376.59
241,377.615
242,376.54
243,378.185
244,376.975
245,379.97
246,380.01
247,380.485
248,379.625
249,380.015
250,380.775
251,382.285
252,383.36
253,384.43
254,384.895
255,385.105
256,385.155
257,387.695
258,386.825
259,388.105
260,386.165
261,385.16
262,382.745
263,381.365
264,378.82
265,379.04
266,378.58
267,377.925
268,376.53
269,377.3
270,375.455
271,376.29
272,375.96
273,377.06
274,376.485
275,377.18
276,377.78
277,379.555
278,383.095
279,385.71
280,384.62
281,381.915
282,377.92
283,377.41
284,376.07
285,376.025
286,378.865
287,381.125
288,381.94
289,383.02
290,382.865
291,383.64
292,381.895
293,382.545
294,381.155
295,381.73
296,379.93
297,380.71
298,378.425
299,377.315
300,375.89
301,375.96
302,375.465
303,375.36
304,373.89
305,373.88
306,371.945
307,371.985
308,371.725
309,371.415
310,372.54
311,372.735
312,371.715
313,373.255
314,372.165
315,373.455
316,373.31
317,372.85
318,373.585
319,374.155
320,373.425
321,374.115
322,373.59
323,374.015
324,374.72
325,373.605
326,375.065
327,375.13
328,373.375
329,373.64
330,372.115
331,372.685
332,369.785
333,369.94
334,368.56
335,369.115
336,367.855
337,370.4
338,368.88
339,370.765
340,370.745
341,372.3
342,371.245
343,371.445
344,371.38
345,371.975
346,370.58
347,371.005
348,370.025
349,370.095
350,370.425
351,370.555
352,371.055
353,372.165
354,372.13
355,373.115
356,373.84
357,374.43
358,374.245
359,374.835
360,374.19
361,374.46
362,373.18
363,373.97
364,373.865
365,372.64
366,373.975
367,372.98
368,373.64
369,375.735
370,377.725
371,381.04
372,382.15
373,384.365
374,382.805
375,381.615
376,378.65
377,377.765
378,375.83
379,375.955
380,376.14
381,375.77
382,376.125
383,377.21
384,377.55
385,378.5
386,377.925
387,377.825
388,376.28
389,376.475
390,374.715
391,375.675
392,374.14
393,376.43
394,373.735
395,374.83
396,372.92
397,374.75
398,373.765
399,374.38
400,374.495
401,374.5
402,373.42
403,373.97
404,374.565
405,374.27
406,373.58
407,374.305
408,374.99
409,376.09
410,377.67
411,379.92
412,381.64
413,385.9
414,387.54
415,389.27
416,390.88
417,391.81
418,389.475
419,390.85
420,389.245
421,388.09
422,386.53
423,385.055
424,381.34
425,381.24
426,379.62
427,380.11
428,379.165
429,379.09
430,378.52
431,378.965
432,378.58
433,376.735
434,374.57
435,374.66
436,371.665
437,371.095
438,369.805
439,369.45
440,367.385
441,368.025
442,366.92
443,367.42
444,366.88
445,367.485
446,368.175
447,366.94
448,367.035
449,367.5
450,366.315
451,366.88
452,365.945
453,366.595
454,366.465
455,367.175
456,366.815
457,367.3
458,365.44
459,367.285
460,366.44
461,367.465
462,367.44
463,366.885
464,365.82
465,366.455
466,366.275
467,366.95
468,367.785
469,368.535
470,367.425
471,368.545
472,366.98
473,369.64
474,368.835
475,371.785
476,372.26
477,372.955
478,371.735
479,371.755
480,368.645
481,368.56
482,368.5
483,368.32
484,367.065
485,367.35
486,368.16
487,368.435
488,367.61
489,370.625
490,370.735
491,374.245
492,376.445
493,380.245
494,380.18
495,379.685
496,376.005
497,375.01
498,372.415
499,372.225
500,371.225
501,370.165
502,369.71
503,368.63
504,368.79
505,368.8
506,368.275
507,368.505
508,368.32
509,369.425
510,368.17
511,369.88
512,368.465
513,368.895
514,368.065
515,368.865
516,368.87
517,368.935
518,368.875
519,370.025
520,371.25
521,373.5
522,375.105
523,376.825
524,378.12
525,381.62
526,382.43
527,383.865
528,383.74
529,385.485
530,386.19
531,389.455
532,392.79
533,394.795
534,393.21
535,388.525
536,382.08
537,377.265
538,373.645
539,371.65
540,368.485
541,368.745
542,369.545
543,368.615
544,368.3
545,366.62
546,367.31
547,367.325
548,368.78
549,367.61
550,366.4
551,367.49
552,367.62
553,367.49
554,366.58
555,366.885
556,367.12
557,368.405
558,368.275
559,368.095
560,367.565
561,367.515
562,367.09
563,367.87
564,368.06
565,368.125
566,367.74
567,367.305
568,366.82
569,368.065
570,367.465
571,367.235
572,366.86
573,366.445
574,365.7
575,366.4
576,366.255
577,366.78
578,366.83
579,367.41
580,366.69
581,367.995
582,366.895
583,367.365
584,366.165
585,367.89
586,366.62
587,367.435
588,368.63
589,368.27
590,367.745
591,367.52
592,367.25
593,367.88
594,367.495
595,367.805
596,367.545
597,367.62
598,366.97
599,367.825
600,366.385
601,366.685
602,366.88
603,367.23
604,366.175
605,367.25
606,365.955
607,366.775
608,366.485
609,367.655
610,365.93
611,366.97
612,367.175
613,366.845
614,366.765
615,368.06
616,367.065
617,368.66
618,367.045
619,368.285
620,366.715
621,368.015
622,367.125
623,368.755
624,366.18
625,368.495
626,366.87
627,367.29
628,366.94
629,366.575
630,366.93
631,366.845
632,367.065
633,367.01
634,366.41
635,366.04
636,366.395
637,366.525
638,366.12
639,366.815
640,366.245
641,365.39
642,365.485
643,366.27
644,365.12
645,366.715
646,366.32
647,367.14
648,366.145
649,366.975
650,366.465
651,367.8
652,367.525
653,367.3
654,367.53
655,368.12
656,367.615
657,367.825
658,365.8
659,366.495
660,367.64
661,366.41
662,367.425
663,365.91
664,365.08
665,365.36
666,365.235
667,367.915
668,366.46
669,365.82
670,366.37
671,365.725
672,365.6
673,365.835
674,366.19
675,366.145
676,365.815
677,366.475
678,366.315
679,366.37
680,366.73
681,366.5
682,367.005
683,366.83
684,367.41
685,367.84
686,367.405
687,367.635
688,366.215
689,366.165
690,366.34
691,367.415
692,366.025
693,365.1
694,365.295
695,365.955
696,365.38
697,365.515
698,364.91
699,365.105
700,365.485
701,364.505
702,363.99
703,364.5
704,364.32
705,364.91
706,364.22
707,365.37
708,364.975
709,365.275
710,365
711,364.98
712,365.205
713,365.38
714,365.14
715,365.79
716,365.85
717,366.48
718,367.29
719,366.77
720,365.92
721,366.795
722,365.94
723,366.02
724,365.97
725,367.305
726,365.16
727,366.105
728,366.545
729,366.26
730,365.295
731,365.855
732,364.375
733,365.33
734,365.62
735,365.37
736,364.975
737,365.38
738,364.04
739,365.855
740,364.975
741,366.185
742,365.635
743,367.17
744,366.155
745,367.6
746,367.005
747,366.93
748,366.83
749,366.365
750,366.22
751,367.31
752,366.265
753,366.615
754,365.255
755,366.73
756,365.54
757,365.99
758,365.505
759,364.275
760,364.04
761,364.775
762,363.635
763,364.215
764,363.965
765,364.805
766,363.98
767,363.69
768,363.8
769,361.925
770,362.155
771,362.01
772,362.775
773,363.045
774,362.725
775,362.925
776,363.045
777,362.45
778,363.415
779,364.36
780,363.775
781,363.72
782,364.555
783,363.965
784,363.78
785,364.39
786,364.755
787,364.78
788,364.45
789,364.69
790,364.235
791,364.875
792,363.805
793,364.415
794,363.815
795,364.87
796,363.855
797,362.69
798,363.725
799,363.265
800,362.53
801,362.95
802,362.095
803,363.01
804,361.91
805,363.925
806,361.95
807,362.315
808,361.505
809,363.065
810,361.66
811,362.115
812,362.035
813,362.805
814,362.785
815,363.135
816,363.07
817,362.89
818,361.915
819,363.38
820,362.66
821,363.205
822,363.98
823,363.585
824,363.295
825,362.66
826,364.065
827,363.45
828,362.52
829,362.915
830,362.78
831,363.09
832,363.375
833,362.47
834,362.04
835,363.475
836,363.52
837,363.98
838,365.28
839,366.005
840,365.745
841,367.79
842,366.16
843,368.105
844,367.735
845,367.705
846,367.33
847,366.07
848,366.005
849,364.615
850,363.815
851,364.59
852,363.255
853,364.435
854,361.845
855,364.37
856,363.145
857,364.06
858,362.065
859,362.59
860,361.605
861,362.575
862,362.33
863,362.105
864,362.755
865,362.09
866,360.93
867,362.285
868,361.44
869,362.175
870,360.785
871,361.64
872,359.775
873,360.815
874,359.43
875,359.965
876,359.71
877,360.14
878,359.935
879,359.36
880,358.83
881,358.995
882,357.98
883,358.06
884,357.94
885,358.915
886,358.93
887,358.21
888,358.205
889,358.085
890,358.24
891,359.69
892,359.975
893,360.205
894,359.08
895,359.705
896,358.865
897,359.27
898,359.915
899,360.18
900,359.145
901,360.035
902,360.01
903,360.07
904,358.855
905,360.09
906,359.925
907,360.345
908,359.08
909,359.405
910,358.42
911,357.93
912,357.38
913,358.86
914,358
915,358.745
916,357.62
917,358.765
918,358.405
919,357.625
920,357.045
921,356.905
922,357.525
923,357.845
924,357.03
925,357.585
926,356.885
927,359.505
928,357.095
929,359.545
930,358.665
931,359.26
932,358.6
933,358.92
934,358.71
935,359.675
936,358.92
937,359.415
938,360.425
939,359.325
940,359.665
941,359.675
942,359.035
943,361.28
944,359.485
945,361.44
946,360.505
947,360.305
948,359.935
949,360.39
950,359.425
951,360.455
952,359.57
953,359.985
954,359.55
955,361.105
956,360.315
957,360.74
958,361.64
959,361.07
960,360.865
961,361.545
962,361.155
963,362.335
964,361.14
965,361.715
966,363.995
967,364.445
968,364.16
969,365.28
970,365.715
971,366.53
972,367.49
973,369.125
974,370.425
975,372.58
976,373.64
977,376.715
978,377.145
979,382.195
980,384.405
981,387.395
982,389.745
983,392.875
984,395.23
985,397.7
986,400.6
987,403.71
988,404.82
989,406.86
990,407.04
991,408.415
992,406.365
993,405.24
994,403.795
995,402.935
996,402.31
997,400.035
998,398.33
999,397.85
1000,396.91
1001,396.515
1002,394.67
1003,393.98
1004,393.76
1005,393.605
1006,391.375
1007,392.65
1008,390.115
1009,389.245
1010,388.11
1011,386.025
1012,384.285
1013,382.205
1014,380.445
1015,378.055
1016,377.035
1017,375.68
1018,374.665
1019,373.855
1020,373.53
1021,371
1022,370.105
1023,368.335
1024,369.295
1025,368.285
1026,367.025
1027,367.705
1028,365.9
1029,365.57
1030,364.26
1031,365.095
1032,362.02
1033,361.88
1034,360.85
1035,360.39
1036,358.4
1037,357.78
1038,356.685
1039,355.29
1040,354.92
1041,354.85
1042,353.55
1043,353.825
1044,352
1045,352.085
1046,352.305
1047,352.195
1048,352.17
1049,353.145
1050,351.985
1051,353.055
1052,352.115
1053,353.125
1054,352.32
1055,353.17
1056,352
1057,353.455
1058,352.12
1059,353.82
1060,353.61
1061,353.54
1062,353.85
1063,353.29
1064,353.415
1065,353.505
1066,353.38
1067,354.005
1068,352.175
1069,353.19
1070,351.455
1071,352.485
1072,352.01
1073,351.43
1074,351.12
1075,350.495
1076,350.36
1077,350.585
1078,349.49
1079,349.76
1080,348.805
1081,348.645
1082,347.95
1083,347.97
1084,348.33
1085,348.275
1086,347.365
1087,347.26
1088,346.845
1089,347.12
1090,346.35
1091,347.19
1092,345.74
1093,346.515
1094,346.91
1095,345.765
1096,346.155
1097,346.775
1098,345.42
1099,346.805
1100,347.14
1101,347.545
1102,347.135
1103,347.61
1104,347.1
1105,347.845
1106,347.075
1107,348.28
1108,347.275
1109,347.87
1110,347.665
1111,347.285
1112,347.195
1113,347.56
1114,347.32
1115,348.705
1116,348.165
1117,346.83
1118,347.61
1119,347.815
1120,347.26
1121,346.74
1122,346.945
1123,347.545
1124,346.91
1125,346.65
1126,344.96
1127,345.5
1128,345.43
1129,346.465
1130,345.07
1131,345.615
1132,344.475
1133,344.43
1134,345.31
1135,344.425
1136,343.745
1137,344.325
1138,343.735
1139,344.22
1140,343.34
1141,344.92
1142,343.57
1143,344.825
1144,344.305
1145,344.425
1146,344.25
1147,344.98
1148,344.44
1149,344.87
1150,346.1
1151,346.545
1152,346.26
1153,346.56
1154,345.9
1155,346.115
1156,345.12
1157,345.455
1158,345.275
1159,346.005
1160,344.93
1161,344.55
1162,344.83
1163,344.97
1164,344.67
1165,343.095
1166,344.495
1167,344.32
1168,343.23
1169,343.73
1170,341.34
1171,343.03
1172,340.85
1173,342.405
1174,342.395
1175,342.645
1176,341.75
1177,342.43
1178,340.235
1179,341.99
1180,341.715
1181,341.615
1182,341.46
1183,341.255
1184,341.81
1185,342.165
1186,341.505
1187,342.62
1188,342.375
1189,343.045
1190,342.93
1191,343.89
1192,342.965
1193,344.205
1194,342.79
1195,343.845
1196,343.82
1197,343.915
1198,343.82
1199,343.425
1200,342.565
1201,343.865
1202,342.75
1203,344.005
1204,343.055
1205,342.865
1206,342.175
1207,342.325
1208,341.195
1209,341.855
1210,341.205
1211,341.795
1212,341.23
1213,340.055
1214,339.405
1215,340.15
1216,339.45
1217,339.77
1218,338.56
1219,340.34
1220,339.38
1221,339.82
1222,339.645
1223,339.95
1224,339.035
1225,340.17
1226,339.53
1227,340.37
1228,340.42
1229,340.43
1230,340.685
1231,340.06
1232,340.49
1233,341.565
1234,340.38
1235,342.38
1236,340.81
1237,341.19
1238,339.895
1239,341.37
1240,340.435
1241,341.365
1242,340.535
1243,341.295
1244,338.45
1245,340.595
1246,339.475
1247,338.66
1248,339.055
1249,339.705
1250,338.38
1251,337.99
1252,338.17
1253,338.01
1254,337.79
1255,338.55
1256,336.99
1257,338.13
1258,337.22
1259,337.395
1260,337.635
1261,338.135
1262,337.705
1263,338.325
1264,337.545
1265,338.39
1266,337.66
1267,338.71
1268,337.815
1269,337.86
1270,338.595
1271,338.86
1272,337.79
1273,338.67
1274,338.76
1275,339.545
1276,338.14
1277,338.86
1278,337.875
1279,338.305
1280,338.275
1281,338.745
1282,338.605
1283,338.415
1284,337.865
1285,338.395
1286,337.515
1287,337.325
1288,336.475
1289,337.285
1290,336.79
1291,337.165
1292,336.925
1293,336.675
1294,336.765
1295,337.335
1296,335.475
1297,335.825
1298,334.82
1299,335.92
1300,335.82
1301,336.02
1302,334.685
1303,336.18
1304,334.485
1305,336.14
1306,334.93
1307,335.785
1308,335.22
1309,335.75
1310,335.415
1311,335.185
1312,334.305
1313,334.96
1314,333.82
1315,335.825
1316,334.68
1317,335.72
1318,335.205
1319,334.38
1320,333.91
1321,335.52
1322,334.605
1323,334.88
1324,335.145
1325,335.065
1326,333.765
1327,334.215
1328,334.045
1329,333.64
1330,332.915
1331,333.38
1332,333.055
1333,333.34
1334,333.3
1335,333.48
1336,332.545
1337,333.1
1338,332.395
1339,332.585
1340,332.495
1341,332.23
1342,333.06
1343,333.76
1344,332.895
1345,334.005
1346,333.6
1347,334.365
1348,333.245
1349,333.425
1350,333.19
1351,334.08
1352,334.32
1353,334.74
1354,333.475
1355,334.69
1356,333.445
1357,333.375
1358,333.415
1359,333.755
1360,332.245
1361,333.795
1362,332.855
1363,332.57
1364,331.96
1365,331.545
1366,331.47
1367,331.5
1368,331.27
1369,331.195
1370,330.46
1371,329.99
1372,330.02
1373,330.365
1374,331.845
1375,331.985
1376,331.08
1377,331.135
1378,330.225
1379,331.43
1380,330.875
1381,330.87
1382,331.435
1383,332.06
1384,331.265
