Wavelength (nm) - Plot 0,Intensity (AU) - Plot 0
1,301.02
2,301.01
3,300.075
4,302.505
5,301.72
6,302.26
7,301.745
8,302.58
9,300.98
10,301.43
11,301.015
12,302.12
13,301.16
14,301.485
15,301.325
16,301.73
17,301.05
18,302.05
19,301.28
20,302.425
21,301.48
22,302.67
23,301.805
24,301.77
25,301.855
26,302.4
27,301.1
28,301.6
29,301.375
30,301.845
31,301.46
32,302.625
33,301.755
34,302.29
35,301.19
36,303.66
37,302.2
38,302.55
39,301.94
40,302.945
41,302.78
42,303.68
43,302.8
44,304.48
45,304.215
46,304.93
47,305.04
48,304.975
49,305.655
50,305.665
51,305.875
52,306.185
53,306.76
54,306.26
55,306.035
56,306.605
57,306.575
58,306.78
59,307.25
60,307.55
61,307.39
62,308.015
63,307.84
64,308.495
65,307.87
66,308.1
67,308.505
68,308.045
69,307.14
70,308.23
71,308.08
72,308.865
73,308.525
74,307.99
75,307.11
76,307.675
77,308.305
78,308.205
79,308.23
80,309.14
81,308.53
82,308.895
83,309.055
84,309.85
85,308.125
86,310.4
87,308.505
88,309.395
89,308.63
90,309.365
91,308.49
92,309.66
93,309.64
94,310.36
95,309.115
96,310.32
97,310.065
98,310.33
99,309.85
100,309.88
101,309.73
102,310.57
103,309.69
104,310.98
105,310.325
106,311.175
107,310.625
108,310.475
109,310.23
110,311.295
111,310.67
112,311.2
113,310.365
114,311.005
115,310.96
116,310.805
117,309.875
118,310.83
119,309.65
120,309.25
121,310.125
122,310.245
123,309.64
124,309.835
125,309.58
126,310.68
127,309.885
128,310.705
129,310
130,310.335
131,310.01
132,310.935
133,309.485
134,310.84
135,308.845
136,310.555
137,310.375
138,310.295
139,310.07
140,311.375
141,310.075
142,311.27
143,310.775
144,311.255
145,310.985
146,310.59
147,310.115
148,311.575
149,311.255
150,311.275
151,310.835
152,312.045
153,311.495
154,311.475
155,311.225
156,312.595
157,311.53
158,312.365
159,311.74
160,312.62
161,311.95
162,312.12
163,312.88
164,313.8
165,312.83
166,314.85
167,314.86
168,315.96
169,316.625
170,317.28
171,317.43
172,318.505
173,317.835
174,319.85
175,319.73
176,321
177,320.54
178,320.91
179,319.905
180,319.545
181,318.475
182,318.135
183,315.38
184,315.99
185,314.665
186,315.23
187,314.18
188,314.255
189,312.655
190,313.415
191,313.31
192,312.075
193,311.11
194,311.755
195,311.005
196,311.755
197,310.46
198,311.505
199,310.685
200,312.1
201,311.62
202,312.77
203,312.35
204,312.375
205,312.735
206,313.22
207,311.92
208,312.59
209,311.31
210,311.34
211,311.545
212,311.18
213,311.11
214,311.535
215,311.07
216,310.355
217,310.765
218,310.86
219,310.2
220,310.86
221,311.21
222,311.32
223,310.82
224,311.345
225,311.545
226,310.73
227,310.905
228,311.865
229,311.435
230,311.285
231,311.35
232,311.545
233,311.105
234,311.575
235,310.97
236,312.535
237,310.34
238,312.37
239,310.9
240,311.83
241,312.48
242,311.83
243,312.415
244,312.78
245,311.855
246,313.155
247,313.08
248,313.535
249,313.215
250,313.82
251,313.875
252,313.825
253,313.55
254,314.04
255,313.445
256,314.56
257,314.255
258,314.595
259,314.33
260,314.79
261,313.105
262,313.85
263,313.05
264,314.365
265,313.86
266,313.24
267,312.49
268,313.695
269,312.85
270,313.565
271,312.55
272,314.48
273,312.83
274,313.385
275,313.235
276,314.73
277,313.69
278,315.5
279,314.78
280,314.38
281,312.505
282,313.725
283,312.655
284,312.735
285,313.645
286,313.875
287,312.85
288,314.34
289,315.14
290,315.08
291,314.45
292,314.535
293,312.655
294,314.675
295,313.18
296,312.75
297,312.855
298,313.2
299,311.985
300,312.84
301,311.615
302,311.845
303,311.7
304,311.97
305,311.33
306,311.8
307,311.87
308,311.255
309,311.13
310,311.705
311,311.4
312,311.245
313,310.6
314,312.13
315,311.075
316,311.975
317,311.3
318,311.695
319,311.175
320,312.04
